#OTUId	01.AV555	02.AV604	03.AV612	04.AV650	05.AV717	06.AV718	07.AV770	08.AV782.2	09.AV791	10.AV794	11.AV833	12.AV967	13.AV968	14.AV971	15.AV972	16.AV974	17.AV996	18.AV551	19.AV572	20.AV580	21.AV586	22.AV589	23.AV590	24.AV591	25.AV598	26.AV608	27.AV609	28.AV610	29.AV611	30.AV802	31.AV521	32.AV527	33.AV541	34.AV542	35.AV543	36.AV567	37.AV568	38.AV570	39.AV571	40.AV579	41.AV803	42.AV814	43.AV583	44.AV584	45.AV587	46.AV588	47.AV596	48.AV597	49.AV816	50.AV817	51.AV863	52.AV864	53.AV865	54.AV866	taxonomy
ASV_6641	61	45	83	34	66	40	0	0	0	0	0	0	0	0	0	0	0	219	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;
ASV_1729	1	6	2	4	10	2	12	14	4	6	11	7	0	5	18	5	11	37	18	58	4	1	15	18	24	1	37	33	24	7	14	15	22	29	10	14	28	14	57	37	52	94	10	0	24	27	14	1	38	70	104	43	38	88	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
ASV_4250	0	0	0	0	0	0	0	0	3	2	1	0	0	1	8	4	44	4	5	80	7	7	10	25	4	5	11	6	2	5	9	3	1	29	6	3	2	1	13	105	2	4	89	25	7	1	11	10	5	6	7	7	5	26	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6970	43	50	35	22	44	29	39	10	76	37	33	55	30	22	26	26	35	27	16	21	12	7	18	25	10	3	11	13	6	13	32	17	35	34	28	20	13	36	39	8	24	29	52	34	12	11	19	17	34	10	33	56	40	41	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_1618	50	24	1	19	22	19	10	8	15	50	62	20	10	1	6	16	31	183	119	126	28	204	59	30	41	25	9	28	51	11	33	21	51	50	11	121	130	130	73	101	6	35	185	122	40	64	186	102	16	21	14	25	8	29	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3536	0	0	0	42	0	0	1	2	1	12	11	14	3	0	28	1	64	0	14	5	12	0	1	14	1	6	0	5	65	1	9	2	42	1	0	20	29	63	1	75	1	3	0	0	10	1	17	67	10	22	0	0	1	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5925	0	1	1	7	0	6	2	1	0	2	1	1	1	0	0	0	1	6	87	10	11	0	14	7	0	12	28	32	18	8	34	15	30	5	8	14	1	11	13	12	12	10	1	7	36	48	46	40	3	0	9	4	11	13	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_8224	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	5	0	2	0	13	0	2	0	0	4	1	0	1	0	0	22	1	2	2	0	0	0	10	1	0	0	5	143	14	0	2	53	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_575	0	0	0	11	1	0	9	3	131	86	6	102	109	6	0	21	89	5	0	3	11	6	1	22	22	27	13	2	1	5	50	4	7	45	6	38	2	4	17	2	187	158	2	2	20	13	1	2	342	53	212	57	45	99	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1522	7	8	8	18	7	7	36	27	20	26	10	19	62	8	23	29	75	26	30	57	8	20	135	39	352	20	9	24	16	20	30	11	26	91	44	6	9	11	32	276	35	133	8	97	11	8	138	26	215	315	92	143	114	52	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_474	107	4	9	6	8	2	22	20	6	9	135	105	9	93	3	336	40	140	12	21	36	22	27	74	20	179	139	186	218	51	14	156	16	90	22	154	253	204	13	310	158	6	378	268	6	29	4	56	114	85	182	162	227	141	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2323	29	91	15	26	2	4	92	13	68	70	80	20	37	8	26	252	24	29	2	47	19	55	51	62	29	5	46	66	26	24	6	103	37	48	11	30	67	48	24	27	31	83	6	76	6	54	25	12	56	269	102	183	58	188	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1127	112	35	0	6	0	1	8	1	0	0	0	0	0	0	0	0	4	130	84	37	5	2	4	97	6	106	113	72	75	1	43	2	1	1	6	48	76	86	83	61	32	2	65	75	69	50	1	0	0	0	82	99	94	27	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2575	0	0	0	33	0	0	1	22	19	36	16	35	43	42	132	73	63	0	5	7	7	3	6	21	27	4	1	6	27	19	7	1	19	0	1	6	18	36	33	43	14	35	0	2	12	0	14	32	1	7	0	0	7	46	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5542	0	1	0	0	0	0	1	0	0	0	1	3	1	0	0	2	9	0	0	0	5	0	1	0	0	4	10	0	6	1	0	34	0	0	0	0	1	0	11	2	0	0	4	170	22	0	2	55	0	2	0	2	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1498	70	22	4	14	33	26	14	15	20	59	68	23	13	1	10	23	27	185	158	121	26	174	51	34	46	19	14	19	62	6	38	21	58	55	20	141	172	180	68	97	13	45	246	149	56	82	204	114	22	19	11	25	11	27	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3647	9	17	15	18	4	31	10	1	42	25	39	12	9	24	11	22	11	53	31	20	20	27	34	7	11	30	41	21	15	21	49	30	10	29	0	34	21	25	59	9	43	15	295	37	55	30	25	27	7	12	3	4	7	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;
ASV_3464	0	0	0	0	3	0	42	6	38	43	15	145	35	0	0	8	11	1	4	4	11	0	2	43	14	0	0	0	2	2	33	0	5	13	11	0	0	6	0	28	4	61	1	0	0	24	0	0	19	25	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3854	0	23	0	1	1	0	2	1	14	32	23	2	0	2	1	0	2	47	8	65	10	3	14	15	23	1	71	62	7	8	62	17	81	10	76	64	39	32	3	28	10	210	7	1	6	8	11	6	0	0	7	2	26	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_10355	0	3	3	1	0	1	7	0	3	2	7	0	0	0	0	2	0	8	21	84	8	39	46	40	7	0	0	9	21	22	74	2	11	26	0	9	20	1	3	51	159	3	16	26	14	84	17	6	3	1	1	0	1	20	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3691	20	8	74	19	58	60	12	42	10	2	79	4	33	129	147	74	36	14	33	4	15	7	9	10	13	6	8	9	6	14	20	9	34	21	8	12	6	15	42	7	17	13	0	4	43	20	25	34	14	34	9	19	45	18	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_3024	36	34	9	16	2	82	19	50	18	8	123	75	31	56	20	4	8	13	36	37	25	53	25	120	46	50	62	28	19	28	28	17	7	72	81	25	11	57	56	34	62	16	63	63	62	40	35	40	71	24	72	32	36	40	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;
ASV_8558	12	17	43	32	10	6	2	3	8	4	13	5	1	17	28	0	4	1	2	6	8	0	0	0	0	7	4	9	8	6	3	5	4	4	2	4	1	4	13	1	3	1	3	0	7	5	5	4	0	0	3	11	2	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_9499	0	5	0	1	1	0	3	0	1	0	15	125	71	0	0	1	24	0	6	6	25	1	7	6	32	8	6	4	6	3	0	6	1	12	35	0	0	2	59	43	0	3	12	1	4	2	8	0	4	3	0	4	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9836	0	0	0	0	0	0	0	0	0	0	1	3	4	1	0	0	7	0	0	0	10	0	0	0	3	0	4	0	3	0	0	23	0	1	2	0	1	0	5	5	0	1	2	111	11	0	2	30	0	1	0	1	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3778	0	2	0	52	83	2	2	15	3	1	35	23	0	0	0	0	0	0	16	20	4	164	10	0	0	39	132	2	13	27	9	3	4	3	1	2	1	1	5	3	4	66	0	0	0	1	0	1	0	281	112	14	11	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1699	0	0	0	43	0	0	4	25	48	47	14	56	67	68	174	100	69	0	14	20	7	0	7	29	37	6	1	5	68	28	12	2	25	0	3	21	18	40	37	65	15	40	0	5	14	5	12	39	3	12	2	0	11	68	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4491	10	11	4	11	5	12	18	10	29	16	15	79	45	34	26	60	38	26	10	9	2	9	10	3	13	13	19	12	10	13	15	13	21	20	26	22	9	16	24	19	30	20	0	23	52	41	34	39	64	36	46	39	58	32	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_570	0	1	0	7	0	0	11	4	138	78	6	145	109	8	0	25	90	8	0	3	8	13	0	14	16	31	9	1	0	5	63	0	11	40	15	39	3	10	19	5	199	189	2	1	12	12	0	1	313	51	178	74	49	119	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8622	16	9	7	20	9	17	27	36	27	14	12	0	2	13	18	3	5	31	6	7	7	22	14	14	8	0	0	3	0	0	0	8	13	20	17	9	20	6	26	18	1	15	1	7	4	9	5	3	5	1	0	0	3	0	Bacteria;Firmicutes;Clostridia;;;;
ASV_3287	58	10	10	38	23	65	54	48	26	54	40	58	17	27	75	16	14	104	23	44	9	27	26	18	27	8	18	24	5	14	45	20	39	53	37	21	75	25	22	47	18	79	110	36	160	108	27	15	18	22	48	41	42	34	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Vampirovibrio;
ASV_3210	1	0	1	1	0	0	13	4	1	8	7	5	23	10	40	14	18	22	5	4	2	13	11	30	7	8	9	3	11	4	1	4	5	3	3	11	27	5	6	22	9	34	6	76	23	30	12	11	22	26	80	9	6	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_13808	13	8	69	10	22	31	1	2	14	1	30	1	0	5	9	1	0	35	12	3	8	0	7	1	2	2	2	9	3	2	8	5	10	8	12	3	2	10	32	4	10	6	0	2	1	7	3	5	0	0	0	2	4	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
ASV_5000	31	9	147	125	44	114	6	43	4	3	5	0	1	8	7	1	0	90	6	7	4	1	46	0	5	2	20	20	0	5	98	22	7	22	25	0	2	8	4	3	1	2	0	3	6	51	28	66	3	3	2	0	34	0	Bacteria;Proteobacteria;Deltaproteobacteria;;;;
ASV_8962	37	26	155	26	45	53	9	3	21	6	89	5	3	22	23	1	2	104	29	6	5	14	17	2	2	4	7	9	5	9	14	16	24	15	25	9	10	17	57	5	19	24	0	2	12	4	7	8	0	2	0	3	4	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
ASV_2510	30	12	48	28	9	3	30	3	25	0	37	0	0	11	24	2	0	72	39	30	14	0	1	0	1	0	0	0	0	0	75	15	23	23	55	39	12	11	73	5	33	38	0	0	4	3	12	15	0	0	0	1	2	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_5615	0	2	0	6	12	2	3	0	10	3	0	7	11	26	140	6	13	93	0	14	9	103	5	1	5	19	1	11	5	7	2	6	8	2	3	9	17	10	7	4	11	5	13	10	3	10	57	39	3	66	3	2	1	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3844	1	16	13	17	7	0	49	0	38	22	41	44	27	26	8	23	24	4	28	25	13	9	23	13	21	121	69	32	8	36	9	5	13	31	5	24	4	4	11	42	20	11	88	70	45	29	9	40	24	8	51	94	90	60	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_1832	19	1	1	0	2	2	8	7	2	2	23	22	2	20	4	81	6	24	0	7	9	4	3	10	6	26	20	48	41	18	2	26	1	18	1	36	72	34	4	74	16	2	76	55	3	10	2	9	27	9	28	21	32	37	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_13301	1	3	4	6	3	3	100	0	8	2	11	15	9	3	5	3	26	0	4	5	8	4	0	10	16	4	10	2	1	5	3	2	2	4	4	9	3	3	5	3	3	5	0	1	3	2	0	0	16	8	3	2	6	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2288	0	1	8	6	0	0	4	19	59	65	12	43	36	81	153	190	147	3	3	4	2	0	10	43	33	0	0	2	15	43	0	12	2	24	2	1	2	14	55	6	34	51	0	24	22	0	0	4	1	1	0	5	19	85	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2696	23	0	1	5	35	18	12	3	0	0	34	1	0	0	2	3	83	0	7	126	4	0	20	184	0	0	0	14	34	0	13	22	0	27	0	9	5	0	0	9	13	5	0	0	0	48	0	0	1	0	0	0	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8349	12	7	5	5	3	12	5	3	11	0	8	0	0	4	7	0	0	4	11	15	2	144	15	10	15	0	6	2	8	5	0	27	10	12	8	16	4	8	32	21	12	20	18	16	0	3	9	4	11	17	13	3	4	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_365	8	4	1	3	1	0	45	18	117	14	8	172	281	229	68	112	72	1	12	16	23	34	6	43	199	311	143	5	36	15	60	5	3	52	23	10	2	2	51	27	44	37	241	62	64	1	9	5	104	378	106	133	8	107	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3559	7	9	1	4	3	0	29	5	13	12	8	9	59	17	1	23	42	19	33	46	9	16	13	17	25	25	9	20	9	21	23	22	8	30	17	21	17	23	29	24	10	15	31	90	103	55	41	48	31	25	17	69	26	35	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_400	43	39	36	24	157	118	152	81	42	43	125	15	26	12	149	20	12	488	97	157	15	39	31	22	10	43	49	97	86	141	33	128	238	162	12	129	228	85	292	33	112	155	78	107	146	28	45	74	40	36	116	52	113	105	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_8926	19	50	76	52	49	55	12	23	2	2	70	2	3	4	18	1	2	38	6	3	4	14	6	0	1	1	1	7	0	3	5	5	19	3	11	2	7	6	26	2	10	10	0	3	5	5	4	3	1	2	1	3	5	10	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_4470	2	5	18	0	0	0	4	0	0	0	15	47	0	12	18	132	15	0	0	2	4	0	11	1	0	0	0	0	23	14	0	18	0	31	0	2	0	17	25	3	30	25	0	32	19	0	0	0	0	0	0	0	2	8	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3673	7	91	24	16	1	1	19	0	0	0	1	0	4	0	0	0	0	0	13	7	7	20	4	134	0	0	4	42	72	6	0	0	0	1	4	7	22	18	22	8	6	0	37	2	9	0	0	0	0	0	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2862	0	0	0	19	93	0	8	21	4	3	34	24	0	0	0	1	0	1	19	9	2	45	6	0	2	19	29	3	9	33	3	0	1	3	0	7	1	0	5	1	9	16	0	1	0	0	1	4	0	230	131	18	8	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1540	24	0	0	2	1	2	6	6	4	5	25	27	4	19	0	66	11	26	1	10	10	10	2	12	5	42	36	34	44	17	3	25	4	20	2	33	71	39	3	78	30	5	88	60	1	10	4	19	29	23	30	31	52	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_930	49	30	11	54	7	46	23	6	47	24	28	48	19	19	70	47	23	129	5	18	1	0	10	5	17	3	7	28	1	8	10	26	44	20	31	23	55	48	64	26	22	46	142	83	28	61	30	17	20	79	82	16	29	22	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_1546	54	17	3	89	0	8	10	17	35	27	27	63	85	162	114	79	18	148	67	63	18	53	126	35	7	2	5	14	12	25	66	14	64	100	36	14	106	92	23	24	39	127	4	95	99	34	43	26	41	55	59	84	92	115	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;
ASV_4462	3	1	3	2	0	2	8	2	4	5	1	4	16	4	6	7	20	3	2	11	3	7	52	5	81	1	2	5	2	10	8	8	2	19	3	3	5	2	10	66	5	29	4	16	1	3	36	5	53	48	21	29	27	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6513	22	13	58	31	34	84	27	10	20	11	66	0	1	18	20	3	1	83	25	14	12	20	7	7	8	10	12	28	9	20	32	22	19	40	22	31	13	24	54	19	25	26	0	7	23	31	15	29	3	5	12	5	19	9	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2497	1	4	0	1	0	1	7	4	2	15	7	31	16	157	380	9	181	1	20	9	2	3	2	15	4	19	0	3	6	1	22	3	9	6	4	2	5	37	4	33	3	0	157	49	62	19	9	55	112	2	72	11	8	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2265	9	9	10	6	32	24	27	10	10	13	25	2	5	4	28	0	4	74	17	26	3	9	12	6	1	5	13	22	15	30	10	23	45	35	2	32	31	10	51	6	26	33	9	13	22	5	6	7	4	12	34	8	19	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_6033	0	1	15	0	0	0	5	0	0	0	11	39	0	6	18	105	5	0	2	0	3	0	4	4	1	0	0	1	10	15	0	15	0	21	0	3	1	13	12	0	15	18	0	26	16	0	0	0	1	0	0	0	9	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4038	0	1	0	2	0	1	4	0	0	1	4	0	0	0	0	1	0	5	114	15	9	1	10	7	0	15	38	47	22	22	35	17	40	10	4	20	5	14	19	20	21	7	2	7	31	36	59	52	9	0	11	13	22	14	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_702	51	39	18	55	17	54	34	20	50	39	45	88	29	18	71	60	42	187	17	24	8	3	8	8	27	9	7	35	4	8	17	18	53	31	42	37	58	56	80	36	40	74	196	101	45	102	37	19	26	97	100	22	41	21	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_2736	22	0	2	2	48	25	7	3	1	0	67	1	0	0	5	4	98	0	10	122	2	0	31	254	0	0	0	14	59	0	23	39	0	32	1	3	3	2	1	8	19	8	0	0	0	58	0	0	0	0	0	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_858	62	0	6	9	105	46	13	9	0	0	84	0	1	0	6	1	175	6	20	259	4	1	47	414	1	0	1	18	84	0	29	52	0	83	3	6	6	1	5	21	23	22	0	0	0	112	0	0	0	0	0	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2108	0	2	0	54	1	1	5	28	40	46	19	54	46	35	145	75	58	0	9	14	8	0	7	32	43	4	1	0	48	37	5	1	25	6	0	18	18	45	29	61	20	25	0	0	17	0	16	36	4	24	0	2	6	73	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9652	0	20	2	6	5	3	8	5	4	4	4	5	29	1	10	2	3	7	10	7	9	25	13	17	6	3	6	0	7	11	12	5	9	18	1	1	4	7	11	7	12	7	12	7	6	15	9	8	2	0	21	10	1	10	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;
ASV_2725	19	10	9	6	16	20	16	4	33	75	23	84	102	16	22	55	152	24	10	24	12	42	9	19	64	8	29	28	13	31	34	17	24	18	4	19	9	12	37	30	50	34	68	19	43	28	54	38	75	13	47	16	7	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1789	43	7	0	63	4	14	7	40	19	7	13	6	4	2	0	0	1	28	21	38	5	0	25	7	24	5	3	14	5	23	27	31	102	19	31	30	24	21	21	12	10	19	0	21	27	48	16	25	8	37	5	23	0	11	Bacteria;;;;;;
ASV_2968	1	0	1	3	13	0	66	3	1	1	0	46	22	2	97	169	0	30	0	1	2	3	0	31	2	6	6	5	21	16	0	0	1	2	0	0	0	5	8	6	2	1	1	4	13	7	7	21	2	49	6	10	9	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1904	64	17	39	32	54	54	36	28	25	28	90	22	48	13	22	32	15	121	7	15	11	19	20	27	23	19	16	20	10	25	11	74	25	34	29	66	25	32	41	9	86	52	141	47	38	57	26	48	11	5	36	33	24	9	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;;
ASV_11596	0	0	0	0	0	0	0	0	1	0	0	9	7	0	0	1	4	0	1	1	2	0	3	0	2	1	8	0	3	1	0	19	1	1	2	0	0	0	8	2	0	1	3	113	10	0	1	50	1	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2891	1	15	0	20	0	0	2	3	4	2	3	0	0	0	0	0	1	6	8	4	2	8	7	5	93	21	40	15	22	1	26	1	4	1	4	37	1	4	11	23	0	0	0	0	12	193	338	192	162	1	0	96	2	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_3790	2	0	0	2	0	0	2	11	0	0	0	0	35	75	65	351	3	2	7	16	5	0	2	0	6	0	0	0	1	0	12	7	39	0	23	7	2	2	2	14	10	90	0	0	7	147	31	3	0	89	128	8	0	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_7897	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	33	328	9	9	4	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2508	2	2	4	5	1	5	10	5	8	5	5	6	32	9	6	14	21	2	10	17	5	7	35	15	124	9	4	6	1	10	11	10	5	31	18	1	5	6	15	88	17	51	2	22	3	5	57	5	60	117	34	42	40	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_15081	1	0	0	8	2	0	6	1	34	21	17	10	74	12	12	16	13	2	0	7	2	26	14	17	1	3	6	3	1	6	0	2	5	2	0	2	26	0	0	2	1	4	0	0	0	7	0	1	2	4	2	2	5	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_8455	3	9	27	41	1	3	26	25	36	21	30	1	2	4	11	6	2	8	115	41	19	11	34	0	16	6	16	158	48	59	75	21	13	62	41	36	7	22	207	10	59	20	15	1	17	62	39	27	4	3	4	5	15	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_5829	6	4	0	3	3	1	21	0	14	1	15	26	8	16	17	36	13	18	10	17	12	26	27	10	23	26	55	17	28	5	10	26	24	21	16	52	65	25	14	8	43	35	43	29	27	77	50	40	19	5	46	31	75	31	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
ASV_16116	0	15	3	2	54	0	10	9	7	5	8	0	2	0	0	0	0	1	11	17	1	19	18	1	2	0	0	0	1	8	0	11	10	1	12	7	8	8	38	0	19	3	15	3	8	20	3	0	0	24	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;
ASV_6533	0	0	0	51	0	0	0	8	2	7	12	35	10	0	35	0	2	0	15	12	7	5	1	14	7	10	5	2	64	3	12	1	43	3	0	15	27	72	1	104	0	4	0	0	19	0	25	74	6	26	0	0	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1286	42	1	2	3	75	36	16	8	0	0	81	0	0	0	1	7	140	9	17	265	2	0	46	364	0	0	0	16	74	0	25	33	0	51	2	9	2	0	6	19	20	26	0	0	0	97	1	0	0	0	0	1	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_613	35	19	28	28	24	25	27	32	41	38	24	69	86	51	54	43	26	90	43	61	13	33	16	55	37	24	62	36	53	22	15	60	66	70	48	45	54	40	27	19	62	56	9	124	126	83	56	66	73	13	46	40	39	58	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
ASV_3522	15	17	3	0	4	0	58	14	63	57	4	39	19	34	4	8	104	2	18	38	18	25	5	53	23	3	3	6	12	4	81	56	14	140	28	14	6	20	30	95	12	52	9	35	5	24	30	14	77	27	1	14	2	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_10199	1	0	1	1	0	4	7	0	9	6	1	5	0	14	38	4	13	8	9	0	6	8	2	0	0	19	7	40	27	1	6	10	31	41	8	49	11	1	8	3	5	0	1	23	70	114	46	2	14	18	18	9	44	54	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2151	10	13	1	48	0	11	2	3	0	0	10	0	0	0	0	0	0	6	6	2	2	7	77	8	0	0	0	8	17	1	37	15	9	13	41	42	68	62	22	0	17	5	2	25	21	65	25	29	0	65	1	0	48	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_4052	0	0	0	9	79	0	6	17	1	1	20	13	0	0	0	1	0	1	17	8	1	50	0	0	1	16	24	4	4	25	1	1	0	2	1	3	3	0	3	2	5	13	0	0	0	0	0	1	0	184	119	17	4	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9359	0	4	0	0	0	3	0	1	6	0	0	0	5	2	0	1	28	5	4	14	11	14	4	9	14	5	0	0	0	0	0	17	6	10	7	13	10	5	1	14	0	1	0	8	0	3	4	1	1	0	8	9	8	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4138	0	3	2	3	0	0	2	20	42	38	7	35	33	40	96	109	81	0	2	3	1	1	2	11	15	1	0	0	12	25	0	2	4	6	5	6	0	2	26	11	20	22	0	10	19	1	0	5	0	1	0	1	10	74	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1222	33	25	17	39	8	28	28	17	44	19	24	32	21	13	47	38	39	111	3	12	4	10	11	3	12	6	2	21	3	5	9	23	28	17	23	22	45	50	44	25	17	56	124	59	35	64	17	11	15	76	68	18	19	19	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
